Timestamp (s)	Pitch Moment (Nm)	Belt Velocity (m/s)
310.237	-2.68597	2.432
310.247	-10.2392	2.42321
310.257	-3.39193	2.41484
310.267	-1.0573	2.40726
310.277	-7.15334	2.41507
310.287	12.7285	2.42188
310.297	-12.858	2.42212
310.307	23.6022	2.42232
310.317	5.95719	2.43957
310.327	-3.62704	2.45466
310.337	-7.07497	2.4279
310.347	-18.2774	2.4046
310.357	-11.6587	2.34901
310.367	-25.1137	2.3005
310.377	-1.06337	2.23382
310.387	-13.1283	2.17247
310.397	-3.02294	2.15012
310.407	6.14988	2.12994
310.417	-10.0368	2.15068
310.427	35.3161	2.16893
310.437	0.399433	2.22373
310.447	32.9905	2.27569
310.457	-3.37575	2.32243
310.467	8.14486	2.36385
310.477	13.2719	2.39173
310.487	-5.74815	2.41612
310.497	-0.304373	2.42152
310.507	-34.2834	2.42631
310.517	3.82531	2.37355
310.527	-11.7783	2.32752
310.537	15.8411	2.33937
310.547	-9.1308	2.34967
310.557	-8.46604	2.35483
310.567	18.7835	2.35942
310.577	-29.7066	2.35986
310.587	38.8651	2.3603
310.597	14.0945	2.42302
310.607	33.1299	2.47814
310.617	11.3626	2.53004
310.627	0.086479	2.57737
310.637	22.9057	2.57971
310.647	-25.8183	2.58225
310.657	9.44273	2.58522
310.667	-18.2857	2.58801
310.677	25.8458	2.57798
310.687	-13.8983	2.56851
310.697	-13.1872	2.53905
310.707	-9.13353	2.51092
310.717	-58.0705	2.41505
310.727	-16.4554	2.32664
310.737	-38.4119	2.21086
310.747	-11.4066	2.10071
310.757	-33.8623	2.00524
310.767	-31.4697	1.91376
310.777	-20.3822	1.80764
310.787	-52.3944	1.70777
310.797	8.62776	1.67015
310.807	2.41954	1.63423
310.817	19.8394	1.6657
310.827	7.99665	1.69403
310.837	13.167	1.72296
310.847	-2.48905	1.74941
310.857	-21.8406	1.72892
310.867	3.09004	1.71087
310.877	-20.1929	1.68353
310.887	-1.29238	1.65859
310.897	-9.96111	1.63799
310.907	-11.8263	1.61828
310.917	-7.14481	1.58247
310.927	-11.4166	1.54961
310.937	22.3977	1.55543
310.947	1.89019	1.56069
310.957	30.9373	1.62481
310.967	22.3486	1.68783
310.977	8.83137	1.76794
310.987	36.2374	1.84199
310.997	17.5596	1.9072
311.007	19.2391	1.97091
311.017	1.28125	2.00147
311.027	19.1567	2.02983
311.037	-0.478332	2.05934
311.047	-13.5284	2.08343
311.057	5.70443	2.07786
311.067	-10.2743	2.07235
311.077	2.29269	2.06529
311.087	3.11296	2.05906
311.097	-22.9236	2.03466
311.107	-16.1419	2.01211
311.117	-3.36852	1.97064
311.127	-7.50295	1.93281
311.137	-30.2019	1.88168
311.147	-4.45202	1.83402
311.157	19.423	1.83992
311.167	-5.46903	1.84554
311.177	-8.41889	1.86146
311.187	8.801	1.87699
311.197	7.52761	1.88508
311.207	-13.6183	1.8925
311.217	16.5659	1.90365
311.227	9.24767	1.91332
311.237	7.10217	1.96483
311.247	26.447	2.00945
311.257	-0.771868	2.03953
311.267	4.69144	2.06881
311.277	2.53103	2.07534
311.287	-0.573615	2.08166
311.297	4.76342	2.07331
311.307	-11.6546	2.06527
311.317	6.73944	2.07845
311.327	7.76744	2.0914
311.337	-3.78126	2.09232
311.347	9.19491	2.09318
311.357	-2.85603	2.10255
311.367	-6.83641	2.11178
311.377	-5.02658	2.11712
311.387	9.16968	2.12241
311.397	19.9543	2.16795
311.407	17.3199	2.21101
311.417	25.2571	2.28475
311.427	-3.73197	2.35499
311.437	10.5333	2.37541
311.447	-13.916	2.39397
311.457	3.96054	2.40931
311.467	18.9887	2.42277
311.477	-1.29244	2.43964
311.487	-7.02466	2.45555
311.497	-4.12397	2.43417
311.507	-17.6881	2.41391
311.517	-11.7675	2.35568
311.527	-10.314	2.29607
311.537	-8.2323	2.27189
311.547	-0.31734	2.24867
311.557	-2.06573	2.22794
311.567	4.67172	2.20791
311.577	-11.8858	2.20072
311.587	8.77529	2.19374
311.597	-10.4598	2.19583
311.607	6.61442	2.19772
311.617	20.4223	2.2225
311.627	10.4917	2.24512
311.637	17.0449	2.2832
311.647	-4.26443	2.31778
311.657	5.21224	2.31288
311.667	-14.5902	2.30803
311.677	11.4663	2.31707
311.687	4.15186	2.32575
311.697	-9.64559	2.33579
311.707	-3.55343	2.34569
311.717	-28.0042	2.31647
311.727	7.87683	2.28721
311.737	-13.1984	2.27343
311.747	-4.82506	2.26107
311.757	7.54735	2.25465
311.767	-22.6995	2.24823
311.777	15.7069	2.25441
311.787	6.69517	2.26019
311.797	20.0357	2.27641
311.807	6.5957	2.29252
311.817	-2.1425	2.29652
311.827	-1.57702	2.3005
311.837	-10.3308	2.26953
311.847	-3.39041	2.24025
311.857	-17.8574	2.20269
311.867	2.86357	2.16538
311.877	-6.46973	2.13532
311.887	-26.7377	2.10514
311.897	5.62576	2.08134
311.907	-0.707366	2.05818
311.917	11.9952	2.09596
311.927	11.8628	2.1326
311.937	13.3374	2.16648
311.947	6.74598	2.1995
311.957	16.4027	2.26978
311.967	36.8531	2.34037
311.977	-1.04248	2.38747
311.987	-4.77124	2.43207
311.997	-10.8685	2.40762
312.007	-23.7708	2.38423
312.017	-10.659	2.32899
312.027	-11.0423	2.27392
312.037	-19.9948	2.20692
312.047	-23.8906	2.14146
312.057	-36.2894	2.04306
312.067	-27.6596	1.94566
312.077	-23.0819	1.85092
312.087	-19.0046	1.75207
312.097	-24.9406	1.68491
312.107	-10.3215	1.61739
312.117	-12.7678	1.55077
312.127	-24.4996	1.48184
312.137	-11.0938	1.39555
312.147	-15.4046	1.31482
312.157	-18.3728	1.25788
312.167	-23.5306	1.20097
312.177	-4.0275	1.16134
312.187	6.01615	1.12212
312.197	-11.5969	1.10846
312.207	7.67654	1.0951
312.217	13.9827	1.10497
312.227	3.40191	1.11503
312.237	13.612	1.16567
312.247	23.8146	1.21604
312.257	18.0292	1.27076
312.267	21.4874	1.32679
312.277	5.72814	1.36425
312.287	13.2275	1.40165
312.297	-13.5575	1.40811
312.307	-10.2606	1.4145
312.317	-4.23482	1.41741
312.327	11.2095	1.4207
312.337	21.3176	1.43973
312.347	-4.01806	1.46057
312.357	6.51174	1.47577
312.367	1.34924	1.49202
312.377	-5.54683	1.49264
312.387	-8.69118	1.49335
312.397	11.9943	1.51678
312.407	16.5386	1.53943
312.417	-4.23721	1.57895
312.427	14.6201	1.61917
312.437	8.75481	1.6586
312.447	-0.072297	1.69802
312.457	-0.093788	1.7348
312.467	-2.25816	1.77156
312.477	0.565284	1.78487
312.487	2.44652	1.79282
312.497	22.9208	1.84061
312.507	9.44732	1.86503
312.517	26.5269	1.93447
312.527	32.3718	1.99616
312.537	9.13403	2.08613
312.547	19.5923	2.17956
312.557	20.7017	2.22908
312.567	6.11015	2.27392
312.577	13.1857	2.29878
312.587	-12.3439	2.32575
312.597	-8.79477	2.27434
312.607	-30.453	2.22209
312.617	-19.4899	2.13933
312.627	-29.8544	2.05286
312.637	-39.0002	1.95131
312.647	-32.5205	1.84598
312.657	-20.8402	1.77158
312.667	-6.41433	1.69846
312.677	-15.1235	1.67503
312.687	14.5353	1.64885
312.697	-1.3662	1.65166
312.707	-5.4154	1.65461
312.717	-19.8802	1.62143
312.727	-21.2488	1.58638
312.737	-10.1358	1.53432
312.747	-20.3511	1.47873
312.757	-3.15897	1.4429
312.767	-10.7214	1.40431
312.777	0.765082	1.38413
312.787	6.58111	1.36223
312.797	-1.26492	1.37357
312.807	6.13264	1.38615
312.817	11.2342	1.41936
312.827	8.03983	1.45348
312.837	13.883	1.49992
312.847	19.1433	1.54873
312.857	14.8285	1.60941
312.867	6.82292	1.67764
312.877	9.63017	1.71086
312.887	6.36468	1.74409
312.897	-5.96182	1.75735
312.907	-7.29603	1.772
312.917	-0.906631	1.75042
312.927	-18.5387	1.72814
312.937	-22.1243	1.68323
312.947	-9.00215	1.63511
312.957	-9.53336	1.59633
312.967	-27.9295	1.55582
312.977	-5.12746	1.51411
312.987	-2.58655	1.47032
312.997	-14.1667	1.4412
313.007	-6.11245	1.41007
313.017	14.0134	1.41821
313.027	10.404	1.42735
313.037	6.64641	1.47202
313.047	16.6228	1.52702
313.057	28.154	1.59017
313.067	5.5352	1.65815
313.077	24.5821	1.72126
313.087	26.951	1.7875
313.097	28.5597	1.87644
313.107	27.5646	1.97002
313.117	5.19004	2.0386
313.127	10.0726	2.11532
313.137	-11.158	2.14062
313.147	9.79649	2.16627
313.157	-12.8519	2.154
313.167	0.592876	2.14102
313.177	2.56765	2.14165
313.187	-17.3278	2.14235
313.197	-8.22852	2.11234
313.207	-24.0574	2.07856
313.217	2.99427	2.0447
313.227	-11.016	2.00768
313.237	-0.853748	1.97996
313.247	-13.2171	1.95186
313.257	-17.6769	1.91752
313.267	-0.243247	1.87965
313.277	-25.1019	1.84706
313.287	23.4102	1.81098
313.297	13.8966	1.84813
313.307	7.07273	1.88629
313.317	22.1245	1.91222
313.327	-5.97643	1.94078
313.337	19.8789	1.98604
313.347	12.4263	2.03248
313.357	28.1955	2.10857
313.367	26.5527	2.19108
313.377	15.77	2.27134
313.387	16.0961	2.35632
313.397	5.17769	2.39586
313.407	21.4022	2.43606
313.417	12.6558	2.50567
313.427	16.4335	2.58402
313.437	-9.33492	2.60808
313.447	-2.06172	2.63496
313.457	10.5039	2.63823
313.467	-14.0484	2.64161
313.477	18.3007	2.66941
313.487	0.340156	2.69743
313.497	9.55673	2.69918
313.507	7.62385	2.70097
313.517	-20.2423	2.68501
313.527	10.9311	2.66819
313.537	-5.42132	2.6731
313.547	15.122	2.67838
313.557	4.33365	2.66579
313.567	-13.4073	2.65268
313.577	-24.1055	2.59764
313.587	-52.3136	2.5344
313.597	-12.4326	2.44134
313.607	-26.6733	2.33771
313.617	-17.2417	2.2665
313.627	-16.4902	2.18975
313.637	-26.7671	2.12729
313.647	-12.06	2.05906
313.657	-18.5361	2.01825
313.667	19.1743	1.97489
313.677	-16.9688	1.97762
313.687	2.94197	1.98065
313.697	-12.946	1.96477
313.707	-15.0543	1.94743
313.717	-3.86827	1.89604
313.727	-29.1194	1.83978
313.737	-1.28102	1.7741
313.747	-38.1162	1.70201
313.757	-13.5217	1.62256
313.767	-29.3773	1.53367
313.777	-52.5188	1.43257
313.787	-13.057	1.32014
313.797	-26.3399	1.25892
313.807	-11.103	1.18901
313.817	-13.1818	1.18022
313.827	8.21564	1.17085
313.837	-0.497168	1.17085
313.847	-0.651606	1.17085
313.857	4.33367	1.16855
313.867	-9.00206	1.16598
313.877	12.7989	1.17692
313.887	-8.62525	1.18813
313.897	16.0405	1.20701
313.907	7.28017	1.228
313.917	3.00358	1.26053
313.927	25.1912	1.29577
313.937	5.86405	1.35676
313.947	27.982	1.42203
313.957	12.6891	1.49907
313.967	33.6232	1.58151
313.977	48.6319	1.68823
313.987	29.3258	1.79947
313.997	45.7977	1.92672
314.007	40.3577	2.06571
314.017	21.1096	2.16144
314.027	5.48931	2.27038
314.037	-0.5084	2.28844
314.047	-4.88436	2.30803
314.057	-8.3749	2.29334
314.067	-12.714	2.27613
314.077	-19.8726	2.22045
314.087	-29.6229	2.15874
314.097	-41.7336	2.08068
314.107	-11.2253	1.99217
314.117	-2.78307	1.9422
314.127	-8.18348	1.88541
314.137	-3.31396	1.8592
314.147	-8.66096	1.83136
314.157	-7.1013	1.78843
314.167	-15.2574	1.73833
314.177	-11.0203	1.70826
314.187	9.61159	1.67454
314.197	3.4708	1.66501
314.207	-9.50533	1.65416
314.217	-4.50838	1.64579
314.227	12.6407	1.63644
314.237	0.089979	1.6586
314.247	17.7204	1.6834
314.257	19.4696	1.72375
314.267	9.68715	1.77067
314.277	-0.975696	1.79892
314.287	7.31245	1.82826
314.297	-11.3418	1.81537
314.307	-14.103	1.80168
314.317	15.4293	1.80168
314.327	2.82309	1.80168
314.337	3.12846	1.82812
314.347	14.7486	1.85617
314.357	5.31365	1.88431
314.367	8.67263	1.91642
314.377	3.57779	1.95965
314.387	33.3703	2.00945
314.397	24.3873	2.0951
314.407	25.3466	2.18665
314.417	17.0074	2.25266
314.427	2.69563	2.32841
314.437	-3.04173	2.34493
314.447	-0.802047	2.36385
314.457	8.01349	2.38063
314.467	-1.4472	2.39973
314.477	14.1215	2.40921
314.487	-13.3922	2.42011
314.497	-2.86037	2.40326
314.507	2.62215	2.38556
314.517	-7.01665	2.36693
314.527	-8.69156	2.34569
314.537	-0.080883	2.31959
314.547	-4.74309	2.28854
314.557	-19.0279	2.24923
314.567	0.708887	2.20525
314.577	-30.5167	2.168
314.587	-19.405	2.12286
314.597	-18.7389	2.05329
314.607	-18.3477	1.97489
314.617	0.990191	1.94159
314.627	-12.2366	1.90224
314.637	-3.63219	1.89663
314.647	3.2276	1.89028
314.657	19.4504	1.92271
314.667	9.71738	1.96116
314.677	11.4598	2.00924
314.687	35.2587	2.0666
314.697	18.4365	2.14479
314.707	7.13744	2.22918
314.717	-6.6338	2.26189
314.727	25.3743	2.29917
314.737	-15.1477	2.30941
314.747	-6.81796	2.32088
314.757	1.71674	2.29429
314.767	-16.6343	2.26329
314.777	-5.44564	2.23377
314.787	-16.0498	2.19861
314.797	6.89508	2.18701
314.807	-3.31926	2.1738
314.817	3.10133	2.18119
314.827	3.036	2.19019
314.837	10.4093	2.21554
314.847	17.4547	2.24512
314.857	2.27079	2.274
314.867	19.4184	2.30759
314.877	-18.8271	2.3084
314.887	3.88136	2.30936
314.897	-8.99086	2.30178
314.907	8.46225	2.29341
314.917	30.8557	2.35312
314.927	-0.745638	2.42188
314.937	31.9805	2.46931
314.947	-6.82335	2.52643
314.957	12.4117	2.55919
314.967	15.9022	2.59775
314.977	17.0829	2.66185
314.987	17.8019	2.73951
314.997	-8.09387	2.75884
315.007	20.5944	2.78204
315.017	-35.9723	2.75834
315.027	11.6207	2.73021
315.037	-10.1136	2.71623
315.047	-11.0295	2.70009
315.057	16.0566	2.69988
315.067	-9.89253	2.69964
315.077	1.74244	2.68003
315.087	-25.4202	2.658
315.097	36.0572	2.66245
315.107	-2.09669	2.6673
315.117	-18.3126	2.66108
315.127	6.02196	2.6549
315.137	-43.0741	2.60513
315.147	14.9185	2.54991
315.157	-22.6867	2.56008
315.167	27.685	2.5725
315.177	-24.7486	2.56263
315.187	-4.80783	2.55079
315.197	-13.6617	2.50951
315.207	-28.2547	2.46219
315.217	26.5113	2.43727
315.227	-31.0903	2.40726
315.237	-1.75158	2.35892
315.247	-35.9932	2.30271
315.257	-22.1446	2.21556
315.267	-47.4665	2.11311
315.277	-37.1606	2.00682
315.287	3.49007	1.88142
315.296	-53.0509	1.80824
315.307	8.71789	1.71707
315.317	-16.295	1.66699
315.327	-16.6288	1.60898
315.337	-4.1787	1.58538
315.347	-14.6839	1.55626
315.357	7.47875	1.55626
315.367	-10.4528	1.55626
315.377	43.0476	1.58902
315.387	-9.77009	1.62847
315.397	15.7243	1.65802
315.407	0.714552	1.69137
315.417	-3.93164	1.6975
315.427	-4.25602	1.70466
315.437	-25.8066	1.68916
315.447	18.574	1.67055
315.457	-34.8466	1.64381
315.467	10.9592	1.61163
315.477	-0.415156	1.60832
315.487	-6.30362	1.60455
315.497	-8.77479	1.57598
315.507	-28.0121	1.54474
315.517	3.49085	1.51114
315.527	-28.5144	1.47076
315.537	-1.59214	1.45007
315.547	-3.8193	1.42513
315.557	9.54676	1.43154
315.567	5.46143	1.43931
315.576	-7.96339	1.46398
315.587	12.8055	1.49468
315.597	-7.97965	1.51541
315.607	2.63977	1.53854
315.617	0.740703	1.55571
315.627	11.0226	1.57664
315.637	10.4076	1.59955
315.647	-9.25488	1.62714
315.657	14.8303	1.63865
315.666	-7.94113	1.65195
315.677	4.11301	1.67068
315.687	13.3028	1.69226
315.697	7.27442	1.73197
315.707	18.79	1.77997
315.717	12.3312	1.84758
315.727	28.7192	1.92572
315.737	16.9187	2.01508
315.747	18.1293	2.12064
315.757	42.059	2.19365
315.767	34.3327	2.28234
315.777	31.0025	2.3609
315.787	10.4859	2.45643
315.797	8.67304	2.48169
315.807	-17.5941	2.50827
315.816	4.43881	2.45905
315.827	-36.9168	2.39796
315.837	-15.4443	2.33097
315.847	-37.2605	2.25
315.857	-38.2752	2.1529
315.867	-27.5495	2.03426
315.877	-40.3813	1.92339
315.887	-28.8337	1.79769
315.896	-17.396	1.74117
315.907	3.40668	1.671
315.916	-4.35739	1.67686
315.927	16.1375	1.68429
315.937	19.6445	1.71546
315.946	6.02787	1.75207
315.957	12.4978	1.78408
315.967	-13.4697	1.8225
315.977	-2.22468	1.81833
315.987	1.89389	1.8132
315.997	-13.4356	1.77549
316.006	-12.6453	1.72992
316.017	-21.9813	1.66335
316.027	-12.9571	1.58151
316.037	-30.8928	1.49865
316.046	-24.2561	1.40298
316.057	-10.2975	1.34433
316.067	-18.2592	1.27318
316.077	-14.2811	1.23295
316.086	0.233565	1.18325
316.097	-0.220079	1.1594
316.107	-12.3017	1.13319
316.116	1.92311	1.1023
316.126	-7.89793	1.06409
316.137	-29.9386	1.01311
316.147	-5.614	0.952893
316.157	-10.7516	0.919293
316.167	-7.77164	0.882899
316.177	9.80067	0.897686
316.187	15.6603	0.915238
316.197	31.2745	0.981851
316.206	15.3007	1.05523
316.217	22.779	1.14178
316.227	32.9523	1.24439
316.237	38.3243	1.33993
316.247	18.2728	1.45171
316.257	23.4287	1.52716
316.267	10.4829	1.61606
316.277	0.665535	1.64602
316.287	1.963	1.68163
316.297	6.17272	1.71307
316.307	21.0539	1.74941
316.316	11.2688	1.79747
316.327	19.0401	1.85927
316.336	2.2672	1.89982
316.347	17.7593	1.95053
316.357	3.03807	1.97989
316.366	-4.00425	2.01521
316.376	9.27668	2.02647
316.387	8.95406	2.04046
316.397	16.1504	2.07966
316.406	-5.40355	2.12197
316.417	17.1914	2.12945
316.426	4.36234	2.13836
316.437	-3.25817	2.16256
316.446	16.2184	2.19152
316.456	18.5316	2.23565
316.466	9.30165	2.29031
316.477	15.5055	2.31875
316.487	8.75587	2.34879
316.497	-13.5776	2.3442
316.506	2.1397	2.3386
316.517	9.27521	2.33756
316.527	-19.7432	2.33638
316.537	2.52078	2.32361
316.546	-2.65908	2.30892
316.557	-14.0456	2.27201
316.567	-1.39803	2.2274
316.576	-21.5137	2.18553
316.586	-10.4991	2.13305
316.597	-48.3725	2.04279
316.607	-27.6944	1.94433
316.617	-25.5327	1.86421
316.626	-22.9029	1.76713
316.637	-18.4042	1.72739
316.647	-3.24407	1.67941
316.657	20.6097	1.68167
316.667	-13.8761	1.68429
316.677	32.3076	1.71767
316.687	20.3691	1.75782
316.697	2.73766	1.8087
316.707	10.9125	1.8668
316.717	3.08322	1.90196
316.727	12.9966	1.94344
316.737	-11.8913	1.95713
316.747	11.505	1.97268
316.757	-2.47909	1.96334
316.767	-6.81844	1.95319
316.776	0.015675	1.94519
316.787	-8.88354	1.93502
316.797	6.84596	1.93109
316.807	0.105265	1.92661
316.817	25.0242	1.95793
316.827	13.9667	1.99616
316.837	6.19834	2.03299
316.847	12.6396	2.07767
316.856	-6.56796	2.10341
316.866	13.268	2.13615
316.876	7.53345	2.15116
316.886	18.7704	2.16981
316.897	13.4591	2.2148
316.906	4.13059	2.26417
316.917	9.0316	2.29049
316.927	4.62474	2.32265
316.937	22.6777	2.37026
316.946	3.94808	2.42808
316.957	19.4254	2.45161
316.967	2.87402	2.47947
316.977	-13.4197	2.48328
316.986	0.512184	2.48789
316.996	-11.8273	2.48168
317.007	-1.5704	2.47327
317.017	-16.3576	2.42649
317.026	-20.0029	2.37049
317.037	-10.5336	2.31986
317.046	-13.8808	2.26019
317.056	-10.5177	2.20545
317.066	-22.1751	2.13172
317.076	-22.0115	2.07747
317.086	-19.0443	2.00413
317.096	-18.1291	1.94075
317.106	-5.77737	1.85484
317.116	-4.87774	1.82579
317.127	-12.8282	1.7875
317.136	-9.49601	1.76233
317.147	3.01635	1.72992
317.156	-20.7623	1.70342
317.166	-12.2293	1.66922
317.177	8.78903	1.65491
317.187	-2.85233	1.63733
317.197	-13.6505	1.63897
317.207	-0.285695	1.64043
317.216	-2.17911	1.62528
317.226	-23.0444	1.60543
317.236	-19.101	1.57022
317.246	-13.1256	1.52614
317.256	0.390808	1.50071
317.266	-3.55328	1.46899
317.276	4.4639	1.47225
317.286	8.99672	1.47652
317.297	-7.53156	1.46965
317.306	-9.26905	1.46234
317.317	-9.57061	1.44801
317.327	-5.09482	1.43089
317.336	6.56486	1.4303
317.347	-7.3789	1.42956
317.356	-4.89657	1.41994
317.366	-2.21913	1.40741
317.376	-23.1007	1.37753
317.386	-2.87764	1.33697
317.397	7.41911	1.32979
317.406	5.78081	1.32103
317.416	-2.55823	1.34403
317.426	25.9616	1.37419
317.436	18.8969	1.43747
317.446	14.963	1.51727
317.456	28.1883	1.59263
317.467	27.3312	1.69182
317.477	12.3929	1.75601
317.486	3.49251	1.83446
317.497	34.5664	1.88803
317.507	22.2851	1.94654
317.516	4.9575	1.99264
317.526	21.4041	2.05286
317.537	-9.2578	2.05368
317.546	-16.3284	2.05463
317.556	-20.4081	2.01453
317.567	-19.7266	1.96426
317.576	-11.4683	1.92688
317.586	-1.77896	1.87743
317.597	4.37902	1.87638
317.606	-9.3234	1.87522
317.616	-2.54345	1.8756
317.627	11.0698	1.8761
317.636	5.30079	1.91038
317.646	15.3033	1.95452
317.656	23.3182	2.01764
317.666	21.4598	2.09716
317.676	15.7918	2.18043
317.686	28.4951	2.28544
317.696	21.647	2.3409
317.706	-6.00956	2.41701
317.716	3.79544	2.42393
317.727	-15.415	2.43296
317.736	-23.2041	2.39336
317.746	-5.25132	2.3417
317.756	15.3677	2.33953
317.766	2.34391	2.33683
317.776	-7.50327	2.34859
317.787	17.5061	2.36385
317.797	-0.52267	2.38076
317.806	23.7944	2.4015
317.816	29.9672	2.47487
317.826	20.2867	2.56763
317.836	5.88415	2.61465
317.847	25.692	2.67838
317.856	22.9263	2.70012
317.866	-14.1609	2.72711
317.876	-1.40322	2.74065
317.886	-6.61687	2.75856
317.896	11.0909	2.75648
317.906	-7.25554	2.75369
317.916	-3.89225	2.76742
317.926	10.5579	2.7847
317.936	-18.3375	2.78338
317.946	0.648741	2.7816
317.956	-1.20042	2.78871
317.966	-17.8253	2.79843
317.976	-1.10659	2.76692
317.986	-9.10923	2.72489
317.996	19.256	2.71991
318.006	-11.9645	2.71293
318.016	-3.86514	2.72186
318.026	5.32472	2.73375
318.036	15.7639	2.75267
318.046	39.4771	2.7785
318.056	-1.49027	2.83513
318.066	31.8842	2.91361
318.076	17.2593	2.9547
318.087	17.2773	3.01284
318.096	-5.86583	3.02926
318.106	-20.7667	3.0505
318.116	-8.47451	3.00591
318.126	-44.9333	2.94772
318.136	-22.3995	2.87796
318.147	-42.597	2.78558
318.156	-17.3105	2.70101
318.166	-21.0469	2.58623
318.176	-18.1462	2.5315
318.186	3.25665	2.46087
318.196	-27.4099	2.42671
318.206	11.2536	2.37891
318.216	-13.5859	2.35913
318.226	7.32734	2.33284
318.236	-5.46306	2.32609
318.246	-14.0742	2.31733
318.256	14.7912	2.31169
318.266	-7.13467	2.3036
318.276	11.3746	2.30436
318.286	-2.45399	2.30537
318.296	18.6119	2.32579
318.306	-19.7339	2.35233
318.316	4.08586	2.37586
318.326	24.1052	2.40992
318.336	14.4532	2.46492
318.346	39.0241	2.53618
318.356	-9.87608	2.57769
318.366	9.7954	2.63762
318.376	-4.97424	2.64305
318.386	-4.85588	2.65047
318.396	-16.2107	2.61565
318.406	-30.408	2.56763
318.416	-4.33902	2.49882
318.426	-31.0716	2.39973
318.436	-34.4852	2.30515
318.446	-34.3553	2.17424
318.456	-34.274	2.07055
318.466	-33.2966	1.92306
318.476	-17.5816	1.84903
318.486	12.8467	1.74542
318.497	-6.03216	1.75189
318.506	17.507	1.75915
318.516	8.82872	1.78742
318.526	11.7676	1.82649
318.536	5.25537	1.83956
318.547	-1.22019	1.85573
318.556	-0.999643	1.83238
318.566	-16.9367	1.80168
318.576	-10.0219	1.7689
318.586	-22.3229	1.72238
318.596	-20.6648	1.66844
318.606	-17.9591	1.59657
318.616	-12.0875	1.56767
318.626	8.14006	1.52968
318.636	-0.939048	1.52673
318.646	3.19143	1.52259
318.656	7.72413	1.53959
318.666	21.8658	1.56246
318.676	16.2993	1.59696
318.686	9.34463	1.6453
318.696	-2.16414	1.65599
318.706	-9.43918	1.671
318.716	-4.69061	1.65367
318.726	-10.7494	1.62935
318.736	9.17362	1.63489
318.746	6.91868	1.64264
318.756	19.5235	1.65853
318.766	13.1926	1.68074
318.776	-9.45971	1.67592
318.786	0.431098	1.66922
318.796	-10.8436	1.63791
318.806	-9.7657	1.59391
318.816	-23.7013	1.55586
318.826	-10.1744	1.5062
318.836	-16.3169	1.45589
318.846	-20.8746	1.38172
318.856	-1.85737	1.33932
318.866	-3.16761	1.28027
318.876	15.799	1.28764
318.886	5.24013	1.29755
318.896	10.4889	1.33196
318.906	5.50481	1.37995
318.916	17.0506	1.40537
318.926	4.79567	1.44108
318.936	11.702	1.47226
318.947	22.8461	1.51683
318.956	8.35028	1.55618
318.966	19.9943	1.61119
318.976	2.03086	1.65756
318.986	25.7227	1.72593
318.996	2.58768	1.76534
319.006	6.45467	1.82029
319.016	24.3179	1.86059
319.026	26.1429	1.91598
319.036	11.9839	1.96337
319.046	6.19017	2.02938
319.056	-0.278504	2.03622
319.066	-6.72084	2.04622
319.076	-5.36732	2.04152
319.086	-7.5461	2.0347
319.096	-8.16249	2.00351
319.106	-10.7057	1.96072
319.116	-13.8392	1.93228
319.126	-6.94815	1.89117
319.136	-12.0416	1.87802
319.146	-3.5962	1.86016
319.156	6.54096	1.86392
319.166	-5.1352	1.86857
319.176	-5.10062	1.87288
319.186	6.06471	1.87876
319.196	9.45681	1.89595
319.206	-3.06515	1.9204
319.216	-1.71217	1.90337
319.226	-11.9341	1.87921
319.236	-12.9326	1.84446
319.246	-20.4028	1.79504
319.256	-22.8183	1.74743
319.266	-15.1263	1.67897
319.276	-16.4435	1.64118
319.286	-2.84846	1.58683
319.296	7.50033	1.59343
319.306	13.7703	1.60322
319.316	33.1746	1.65419
319.326	35.7511	1.72992
319.336	27.9158	1.81417
319.346	20.6166	1.93414
319.356	36.8845	2.02168
319.366	34.512	2.14634
319.376	42.0748	2.25493
319.386	26.8707	2.41346
319.396	22.2307	2.47872
319.406	14.9247	2.57073
319.416	16.5891	2.62367
319.426	5.25964	2.70009
319.436	9.86097	2.74847
319.446	7.0656	2.81704
319.456	5.04382	2.83081
319.466	-15.1774	2.85203
319.476	11.393	2.84591
319.486	-11.497	2.83742
319.496	-8.85219	2.80727
319.506	-17.7185	2.76299
319.516	0.194169	2.71625
319.526	-1.21348	2.64604
319.536	-25.6158	2.6095
319.546	-7.47024	2.56098
319.556	-20.92	2.50528
319.566	-15.6675	2.42365
319.576	-4.32328	2.38598
319.586	-18.0988	2.32974
319.596	-7.73575	2.30799
319.606	-16.8152	2.27702
319.616	-1.65199	2.25256
319.626	-8.96576	2.21544
319.636	-11.9239	2.17592
319.646	-18.0959	2.11887
319.656	-31.9457	2.06578
319.666	-16.0984	1.98951
319.676	-46.0278	1.91063
319.686	-14.9739	1.78972
319.696	-35.6688	1.7221
319.706	-17.1015	1.62315
319.716	-31.0445	1.55868
319.726	-48.1297	1.45924
319.736	6.0282	1.40584
319.746	-15.9143	1.33166
319.756	0.361935	1.34639
319.766	12.6744	1.36798
319.776	-1.83605	1.38775
319.786	9.07357	1.41716
319.796	-11.467	1.41926
319.806	2.14884	1.42247
319.816	-9.86102	1.41705
319.826	-4.07507	1.40874
319.836	7.88513	1.41866
319.846	9.40549	1.43311
319.856	18.9415	1.47868
319.866	15.933	1.5474
319.876	30.28	1.61815
319.886	11.8482	1.7184
